countryOrRegion,holidayName,normalizeHolidayName,isPaidTimeOff,countryRegionCode,date
Czech,Den slovanských věrozvěstů Cyrila a Metoděje,Den slovanských věrozvěstů Cyrila a Metoděje,,CZ,2014-07-05
Isle of Man,Tynwald Day,Tynwald Day,,IM,2014-07-05
Czech,Den upálení mistra Jana Husa,Den upálení mistra Jana Husa,,CZ,2014-07-06
Norway,Søndag,Søndag,,NO,2014-07-06
Sweden,Söndag,Söndag,,SE,2014-07-06
Argentina,Día de la Independencia [Independence Day],Día de la Independencia [Independence Day],,AR,2014-07-09
Northern Ireland,Battle of the Boyne,Battle of the Boyne,,,2014-07-12
United Kingdom,Battle of the Boyne [Northern Ireland],Battle of the Boyne,False,GB,2014-07-12
Norway,Søndag,Søndag,,NO,2014-07-13
Sweden,Söndag,Söndag,,SE,2014-07-13
France,Fête nationale,Fête nationale,,FR,2014-07-14
Norway,Søndag,Søndag,,NO,2014-07-20
Sweden,Söndag,Söndag,,SE,2014-07-20
Belgium,Nationale feestdag,Nationale feestdag,,BE,2014-07-21
Japan,海の日,海の日,,JP,2014-07-21
Norway,Søndag,Søndag,,NO,2014-07-27
Sweden,Söndag,Söndag,,SE,2014-07-27
Switzerland,Nationalfeiertag,Nationalfeiertag,,CH,2014-08-01
Norway,Søndag,Søndag,,NO,2014-08-03
Sweden,Söndag,Söndag,,SE,2014-08-03
Canada,Civic Holiday,Civic Holiday,,CA,2014-08-04
Ireland,Summer Bank Holiday,Summer Bank Holiday,,IE,2014-08-04
Scotland,Summer Bank Holiday,Summer Bank Holiday,,,2014-08-04
United Kingdom,Summer Bank Holiday [Scotland],Summer Bank Holiday,False,GB,2014-08-04
Croatia,Dan pobjede i domovinske zahvalnosti,Dan pobjede i domovinske zahvalnosti,,HR,2014-08-05
Colombia,Batalla de Boyacá [Battle of Boyacá],Batalla de Boyacá [Battle of Boyacá],,CO,2014-08-07
South Africa,National Women's Day,National Women's Day,,ZA,2014-08-09
Norway,Søndag,Søndag,,NO,2014-08-10
Sweden,Söndag,Söndag,,SE,2014-08-10
Austria,Mariä Himmelfahrt,Mariä Himmelfahrt,,AT,2014-08-15
Belgium,O.L.V. Hemelvaart,O.L.V. Hemelvaart,,BE,2014-08-15
Croatia,Velika Gospa,Velika Gospa,,HR,2014-08-15
France,Assomption,Assomption,,FR,2014-08-15
India,Independence Day,Independence Day,True,IN,2014-08-15
Italy,Assunzione della Vergine,Assunzione della Vergine,,IT,2014-08-15
Poland,Wniebowzięcie Najświętszej Marii Panny,Wniebowzięcie Najświętszej Marii Panny,,PL,2014-08-15
Portugal,Assunção de Nossa Senhora,Assunção de Nossa Senhora,,PT,2014-08-15
Slovenia,Marijino vnebovzetje,Marijino vnebovzetje,,SI,2014-08-15
Spain,Asunción de la Virgen,Asunción de la Virgen,,ES,2014-08-15
Argentina,Día Pase a la Inmortalidad del General D. José de San Martin [Day Pass to the Immortality of General D. José de San Martin],Día Pase a la Inmortalidad del General D. José de San Martin [Day Pass to the Immortality of General D. José de San Martin],,AR,2014-08-17
Norway,Søndag,Søndag,,NO,2014-08-17
Sweden,Söndag,Söndag,,SE,2014-08-17
Colombia,La Asunción [Assumption of Mary](Observed),La Asunción [Assumption of Mary],,CO,2014-08-18
Hungary,Az államalapítás ünnepe,Az államalapítás ünnepe,,HU,2014-08-20
Norway,Søndag,Søndag,,NO,2014-08-24
Sweden,Söndag,Söndag,,SE,2014-08-24
Ukraine,День незалежності України,День незалежності України,,UA,2014-08-24
England,Late Summer Bank Holiday,Late Summer Bank Holiday,,,2014-08-25
Isle of Man,Late Summer Bank Holiday,Late Summer Bank Holiday,,IM,2014-08-25
Northern Ireland,Late Summer Bank Holiday,Late Summer Bank Holiday,,,2014-08-25
United Kingdom,"Late Summer Bank Holiday [England, Wales, Northern Ireland]",Late Summer Bank Holiday,True,GB,2014-08-25
Wales,Late Summer Bank Holiday,Late Summer Bank Holiday,,,2014-08-25
Norway,Søndag,Søndag,,NO,2014-08-31
Sweden,Söndag,Söndag,,SE,2014-08-31
Canada,Labour Day,Labour Day,,CA,2014-09-01
United States,Labor Day,Labor Day,True,US,2014-09-01
Brazil,Independência do Brasil,Independência do Brasil,,BR,2014-09-07
Norway,Søndag,Søndag,,NO,2014-09-07
Sweden,Söndag,Söndag,,SE,2014-09-07
Norway,Søndag,Søndag,,NO,2014-09-14
Sweden,Söndag,Söndag,,SE,2014-09-14
Japan,敬老の日,敬老の日,,JP,2014-09-15
Mexico,Día de la Independencia [Independence Day],Día de la Independencia [Independence Day],,MX,2014-09-16
Norway,Søndag,Søndag,,NO,2014-09-21
Sweden,Söndag,Söndag,,SE,2014-09-21
Japan,秋分の日,秋分の日,,JP,2014-09-23
South Africa,Heritage Day,Heritage Day,,ZA,2014-09-24
Czech,Den české státnosti,Den české státnosti,,CZ,2014-09-28
Norway,Søndag,Søndag,,NO,2014-09-28
Sweden,Söndag,Söndag,,SE,2014-09-28
India,Gandhi Jayanti,Gandhi Jayanti,True,IN,2014-10-02
Germany,Tag der Deutschen Einheit,Tag der Deutschen Einheit,,DE,2014-10-03
Norway,Søndag,Søndag,,NO,2014-10-05
Sweden,Söndag,Söndag,,SE,2014-10-05
Croatia,Dan neovisnosti,Dan neovisnosti,,HR,2014-10-08
Argentina,Día del Respeto a la Diversidad Cultural [Respect for Cultural Diversity Day],Día del Respeto a la Diversidad Cultural [Respect for Cultural Diversity Day],,AR,2014-10-12
Brazil,Nossa Senhora Aparecida,Nossa Senhora Aparecida,,BR,2014-10-12
Norway,Søndag,Søndag,,NO,2014-10-12
Spain,Día de la Hispanidad,Día de la Hispanidad,,ES,2014-10-12
Sweden,Söndag,Söndag,,SE,2014-10-12
Canada,Thanksgiving,Thanksgiving,,CA,2014-10-13
Colombia,Descubrimiento de América [Discovery of America](Observed),Descubrimiento de América [Discovery of America],,CO,2014-10-13
Japan,体育の日,体育の日,,JP,2014-10-13
United States,Columbus Day,Columbus Day,False,US,2014-10-13
Norway,Søndag,Søndag,,NO,2014-10-19
Sweden,Söndag,Söndag,,SE,2014-10-19
Hungary,Nemzeti ünnep,Nemzeti ünnep,,HU,2014-10-23
Hungary,Nemzeti ünnep utáni pihenőnap,Nemzeti ünnep utáni pihenőnap,,HU,2014-10-24
Austria,Nationalfeiertag,Nationalfeiertag,,AT,2014-10-26
Norway,Søndag,Søndag,,NO,2014-10-26
Sweden,Söndag,Söndag,,SE,2014-10-26
Ireland,October Bank Holiday,October Bank Holiday,,IE,2014-10-27
New Zealand,Labour Day,Labour Day,,NZ,2014-10-27
Czech,Den vzniku samostatného československého státu,Den vzniku samostatného československého státu,,CZ,2014-10-28
Slovenia,dan reformacije,dan reformacije,,SI,2014-10-31
Austria,Allerheiligen,Allerheiligen,,AT,2014-11-01
Belgium,Allerheiligen,Allerheiligen,,BE,2014-11-01
Croatia,Svi sveti,Svi sveti,,HR,2014-11-01
Finland,Pyhäinpäivä,Pyhäinpäivä,,FI,2014-11-01
France,Toussaint,Toussaint,,FR,2014-11-01
Hungary,Mindenszentek,Mindenszentek,,HU,2014-11-01
Italy,Tutti i Santi,Tutti i Santi,,IT,2014-11-01
Poland,Uroczystość Wszystkich świętych,Uroczystość Wszystkich świętych,,PL,2014-11-01
Slovenia,dan spomina na mrtve,dan spomina na mrtve,,SI,2014-11-01
Spain,Todos los Santos,Todos los Santos,,ES,2014-11-01
Sweden,Alla helgons dag,Alla helgons dag,,SE,2014-11-01
Brazil,Finados,Finados,,BR,2014-11-02
Norway,Søndag,Søndag,,NO,2014-11-02
Sweden,Söndag,Söndag,,SE,2014-11-02
Colombia,Dia de Todos los Santos [All Saint's Day](Observed),Dia de Todos los Santos [All Saint's Day],,CO,2014-11-03
Japan,文化の日,文化の日,,JP,2014-11-03
Belarus,День Октябрьской революции,День Октябрьской революции,,BY,2014-11-07
Norway,Søndag,Søndag,,NO,2014-11-09
Sweden,Söndag,Söndag,,SE,2014-11-09
Belgium,Wapenstilstand,Wapenstilstand,,BE,2014-11-11
France,Armistice 1918,Armistice 1918,,FR,2014-11-11
Poland,Narodowe Święto Niepodległości,Narodowe Święto Niepodległości,,PL,2014-11-11
United States,Veterans Day,Veterans Day,False,US,2014-11-11
Brazil,Proclamação da República,Proclamação da República,,BR,2014-11-15
Norway,Søndag,Søndag,,NO,2014-11-16
Sweden,Söndag,Söndag,,SE,2014-11-16
Colombia,Independencia de Cartagena [Independence of Cartagena](Observed),Independencia de Cartagena [Independence of Cartagena],,CO,2014-11-17
Czech,Den boje za svobodu a demokracii,Den boje za svobodu a demokracii,,CZ,2014-11-17
Mexico,Día de la Revolución [Revolution Day] (Observed),Día de la Revolución [Revolution Day],,MX,2014-11-17
Argentina,Día Nacional de la Soberanía [National Sovereignty Day],Día Nacional de la Soberanía [National Sovereignty Day],,AR,2014-11-20
Mexico,Día de la Revolución [Revolution Day],Día de la Revolución [Revolution Day],,MX,2014-11-20
Japan,勤労感謝の日,勤労感謝の日,,JP,2014-11-23
Norway,Søndag,Søndag,,NO,2014-11-23
Sweden,Söndag,Söndag,,SE,2014-11-23
Japan,振替休日,振替休日,,JP,2014-11-24
United States,Thanksgiving,Thanksgiving,True,US,2014-11-27
Norway,Søndag,Søndag,,NO,2014-11-30
Scotland,St. Andrew's Day,St. Andrew's Day,,,2014-11-30
Sweden,Söndag,Söndag,,SE,2014-11-30
United Kingdom,St. Andrew's Day [Scotland],St. Andrew's Day,False,GB,2014-11-30
Finland,Itsenäisyyspäivä,Itsenäisyyspäivä,,FI,2014-12-06
Spain,Día de la constitución Española,Día de la constitución Española,,ES,2014-12-06
Norway,Søndag,Søndag,,NO,2014-12-07
Sweden,Söndag,Söndag,,SE,2014-12-07
Argentina,La Inmaculada Concepción [Immaculate Conception],La Inmaculada Concepción [Immaculate Conception],,AR,2014-12-08
Austria,Mariä Empfängnis,Mariä Empfängnis,,AT,2014-12-08
Colombia,La Inmaculada Concepción [Immaculate Conception],La Inmaculada Concepción [Immaculate Conception],,CO,2014-12-08
Italy,Immacolata Concezione,Immacolata Concezione,,IT,2014-12-08
Portugal,Imaculada Conceição,Imaculada Conceição,,PT,2014-12-08
Spain,La Inmaculada Concepción,La Inmaculada Concepción,,ES,2014-12-08
Norway,Søndag,Søndag,,NO,2014-12-14
Sweden,Söndag,Söndag,,SE,2014-12-14
South Africa,Day of Reconciliation,Day of Reconciliation,,ZA,2014-12-16
Norway,Søndag,Søndag,,NO,2014-12-21
Sweden,Söndag,Söndag,,SE,2014-12-21
Japan,天皇誕生日,天皇誕生日,,JP,2014-12-23
Czech,Štědrý den,Štědrý den,,CZ,2014-12-24
Finland,Jouluaatto,Jouluaatto,,FI,2014-12-24
Hungary,Szenteste,Szenteste,,HU,2014-12-24
Sweden,Julafton,Julafton,,SE,2014-12-24
Argentina,Navidad [Christmas],Navidad [Christmas],,AR,2014-12-25
Australia,Christmas Day,Christmas Day,,AU,2014-12-25
Austria,Christtag,Christtag,,AT,2014-12-25
Belarus,Рождество Христово (католическое Рождество),Рождество Христово (католическое Рождество),,BY,2014-12-25
Belgium,Kerstmis,Kerstmis,,BE,2014-12-25
Brazil,Natal,Natal,,BR,2014-12-25
Canada,Christmas Day,Christmas Day,,CA,2014-12-25
Colombia,Navidad [Christmas],Navidad [Christmas],,CO,2014-12-25
Croatia,Božić,Božić,,HR,2014-12-25
Czech,1. svátek vánoční,1. svátek vánoční,,CZ,2014-12-25
Denmark,Juledag,Juledag,,DK,2014-12-25
England,Christmas Day,Christmas Day,,,2014-12-25
Finland,Joulupäivä,Joulupäivä,,FI,2014-12-25
France,Noël,Noël,,FR,2014-12-25
Germany,Erster Weihnachtstag,Erster Weihnachtstag,,DE,2014-12-25
Hungary,Karácsony,Karácsony,,HU,2014-12-25
India,Christmas,Christmas,False,IN,2014-12-25
Ireland,Christmas Day,Christmas Day,,IE,2014-12-25
Isle of Man,Christmas Day,Christmas Day,,IM,2014-12-25
Italy,Natale,Natale,,IT,2014-12-25
Mexico,Navidad [Christmas],Navidad [Christmas],,MX,2014-12-25
Netherlands,Eerste Kerstdag,Eerste Kerstdag,,NL,2014-12-25
New Zealand,Christmas Day,Christmas Day,,NZ,2014-12-25
Northern Ireland,Christmas Day,Christmas Day,,,2014-12-25
Norway,Første juledag,Første juledag,,NO,2014-12-25
Poland,Boże Narodzenie (pierwszy dzień),Boże Narodzenie (pierwszy dzień),,PL,2014-12-25
Portugal,Dia de Natal,Dia de Natal,,PT,2014-12-25
Scotland,Christmas Day,Christmas Day,,,2014-12-25
Slovenia,Božič,Božič,,SI,2014-12-25
South Africa,Christmas Day,Christmas Day,,ZA,2014-12-25
Spain,Navidad,Navidad,,ES,2014-12-25
Sweden,Juldagen,Juldagen,,SE,2014-12-25
Switzerland,Weihnachten,Weihnachten,,CH,2014-12-25
United Kingdom,Christmas Day,Christmas Day,True,GB,2014-12-25
United States,Christmas Day,Christmas Day,True,US,2014-12-25
Wales,Christmas Day,Christmas Day,,,2014-12-25
Australia,Boxing Day,Boxing Day,,AU,2014-12-26
Austria,Stefanitag,Stefanitag,,AT,2014-12-26
Canada,Boxing Day,Boxing Day,,CA,2014-12-26
Croatia,Sveti Stjepan,Sveti Stjepan,,HR,2014-12-26
Czech,2. svátek vánoční,2. svátek vánoční,,CZ,2014-12-26
Denmark,Anden juledag,Anden juledag,,DK,2014-12-26
England,Boxing Day,Boxing Day,,,2014-12-26
Finland,Tapaninpäivä,Tapaninpäivä,,FI,2014-12-26
Germany,Zweiter Weihnachtstag,Zweiter Weihnachtstag,,DE,2014-12-26
Hungary,Karácsony másnapja,Karácsony másnapja,,HU,2014-12-26
Ireland,Boxing Day,Boxing Day,,IE,2014-12-26
Isle of Man,Boxing Day,Boxing Day,,IM,2014-12-26
Italy,Santo Stefano,Santo Stefano,,IT,2014-12-26
Netherlands,Tweede Kerstdag,Tweede Kerstdag,,NL,2014-12-26
New Zealand,Boxing Day,Boxing Day,,NZ,2014-12-26
Northern Ireland,Boxing Day,Boxing Day,,,2014-12-26
Norway,Andre juledag,Andre juledag,,NO,2014-12-26
Poland,Boże Narodzenie (drugi dzień),Boże Narodzenie (drugi dzień),,PL,2014-12-26
Scotland,Boxing Day,Boxing Day,,,2014-12-26
Slovenia,dan samostojnosti in enotnosti,dan samostojnosti in enotnosti,,SI,2014-12-26
South Africa,Day of Goodwill,Day of Goodwill,,ZA,2014-12-26
Sweden,Annandag jul,Annandag jul,,SE,2014-12-26
United Kingdom,Boxing Day,Boxing Day,True,GB,2014-12-26
Wales,Boxing Day,Boxing Day,,,2014-12-26
Norway,Søndag,Søndag,,NO,2014-12-28
Sweden,Söndag,Söndag,,SE,2014-12-28
Sweden,Nyårsafton,Nyårsafton,,SE,2014-12-31
Argentina,Año Nuevo [New Year's Day],Año Nuevo [New Year's Day],,AR,2015-01-01
Australia,New Year's Day,New Year's Day,,AU,2015-01-01
Austria,Neujahr,Neujahr,,AT,2015-01-01
Belarus,Новый год,Новый год,,BY,2015-01-01
Belgium,Nieuwjaarsdag,Nieuwjaarsdag,,BE,2015-01-01
Brazil,Ano novo,Ano novo,,BR,2015-01-01
Canada,New Year's Day,New Year's Day,,CA,2015-01-01
Colombia,Año Nuevo [New Year's Day],Año Nuevo [New Year's Day],,CO,2015-01-01
Croatia,Nova Godina,Nova Godina,,HR,2015-01-01
Czech,Den obnovy samostatného českého státu,Den obnovy samostatného českého státu,,CZ,2015-01-01
Denmark,Nytårsdag,Nytårsdag,,DK,2015-01-01
England,New Year's Day,New Year's Day,,,2015-01-01
Finland,Uudenvuodenpäivä,Uudenvuodenpäivä,,FI,2015-01-01
France,Jour de l'an,Jour de l'an,,FR,2015-01-01
Germany,Neujahr,Neujahr,,DE,2015-01-01
Hungary,Újév,Újév,,HU,2015-01-01
Ireland,New Year's Day,New Year's Day,,IE,2015-01-01
Isle of Man,New Year's Day,New Year's Day,,IM,2015-01-01
Italy,Capodanno,Capodanno,,IT,2015-01-01
Japan,元日,元日,,JP,2015-01-01
Mexico,Año Nuevo [New Year's Day],Año Nuevo [New Year's Day],,MX,2015-01-01
Netherlands,Nieuwjaarsdag,Nieuwjaarsdag,,NL,2015-01-01
New Zealand,New Year's Day,New Year's Day,,NZ,2015-01-01
Northern Ireland,New Year's Day,New Year's Day,,,2015-01-01
Norway,Første nyttårsdag,Første nyttårsdag,,NO,2015-01-01
Poland,Nowy Rok,Nowy Rok,,PL,2015-01-01
Portugal,Ano Novo,Ano Novo,,PT,2015-01-01
Scotland,New Year's Day,New Year's Day,,,2015-01-01
Slovenia,novo leto,novo leto,,SI,2015-01-01
South Africa,New Year's Day,New Year's Day,,ZA,2015-01-01
Spain,Año nuevo,Año nuevo,,ES,2015-01-01
Sweden,Nyårsdagen,Nyårsdagen,,SE,2015-01-01
Switzerland,Neujahrestag,Neujahrestag,,CH,2015-01-01
Ukraine,Новий рік,Новий рік,,UA,2015-01-01
United Kingdom,New Year's Day,New Year's Day,True,GB,2015-01-01
United States,New Year's Day,New Year's Day,True,US,2015-01-01
Wales,New Year's Day,New Year's Day,,,2015-01-01
Hungary,Újév utáni pihenőnap,Újév utáni pihenőnap,,HU,2015-01-02
New Zealand,Day after New Year's Day,Day after New Year's Day,,NZ,2015-01-02
Scotland,New Year Holiday,New Year Holiday,,,2015-01-02
United Kingdom,New Year Holiday [Scotland],New Year Holiday,True,GB,2015-01-02
Norway,Søndag,Søndag,,NO,2015-01-04
Sweden,Söndag,Söndag,,SE,2015-01-04
Austria,Heilige Drei Könige,Heilige Drei Könige,,AT,2015-01-06
Croatia,Sveta tri kralja,Sveta tri kralja,,HR,2015-01-06
Finland,Loppiainen,Loppiainen,,FI,2015-01-06
Italy,Epifania del Signore,Epifania del Signore,,IT,2015-01-06
Poland,Święto Trzech Króli,Święto Trzech Króli,,PL,2015-01-06
Spain,Epifanía del Señor,Epifanía del Señor,,ES,2015-01-06
Sweden,Trettondedag jul,Trettondedag jul,,SE,2015-01-06
Belarus,Рождество Христово (православное Рождество),Рождество Христово (православное Рождество),,BY,2015-01-07
Ukraine,Різдво Христове (православне),Різдво Христове (православне),,UA,2015-01-07
Norway,Søndag,Søndag,,NO,2015-01-11
Sweden,Söndag,Söndag,,SE,2015-01-11
Colombia,Día de los Reyes Magos [Epiphany](Observed),Día de los Reyes Magos [Epiphany],,CO,2015-01-12
Japan,成人の日,成人の日,,JP,2015-01-12
India,Makar Sankranti / Pongal,Makar Sankranti / Pongal,False,IN,2015-01-14
Norway,Søndag,Søndag,,NO,2015-01-18
Sweden,Söndag,Söndag,,SE,2015-01-18
United States,Martin Luther King Jr. Day,Martin Luther King Jr. Day,,US,2015-01-19
Norway,Søndag,Søndag,,NO,2015-01-25
Sweden,Söndag,Söndag,,SE,2015-01-25
Australia,Australia Day,Australia Day,,AU,2015-01-26
India,Republic Day,Republic Day,True,IN,2015-01-26
Norway,Søndag,Søndag,,NO,2015-02-01
Sweden,Söndag,Söndag,,SE,2015-02-01
Mexico,Día de la Constitución [Constitution Day] (Observed),Día de la Constitución [Constitution Day],,MX,2015-02-02
Mexico,Día de la Constitución [Constitution Day],Día de la Constitución [Constitution Day],,MX,2015-02-05
New Zealand,Waitangi Day,Waitangi Day,,NZ,2015-02-06
Norway,Søndag,Søndag,,NO,2015-02-08
Slovenia,Prešernov dan,Prešernov dan,,SI,2015-02-08
Sweden,Söndag,Söndag,,SE,2015-02-08
Japan,建国記念の日,建国記念の日,,JP,2015-02-11
Norway,Søndag,Søndag,,NO,2015-02-15
Sweden,Söndag,Söndag,,SE,2015-02-15
Argentina,Día de Carnaval [Carnival's Day],Día de Carnaval [Carnival's Day],,AR,2015-02-16
Canada,Family Day,Family Day,,CA,2015-02-16
United States,Washington's Birthday,Washington's Birthday,True,US,2015-02-16
Argentina,Día de Carnaval [Carnival's Day],Día de Carnaval [Carnival's Day],,AR,2015-02-17
Brazil,Carnaval,Carnaval,,BR,2015-02-17
Brazil,Quarta-feira de cinzas (Início da Quaresma),Quarta-feira de cinzas (Início da Quaresma),,BR,2015-02-18
Norway,Søndag,Søndag,,NO,2015-02-22
Sweden,Söndag,Söndag,,SE,2015-02-22
Norway,Søndag,Søndag,,NO,2015-03-01
Sweden,Söndag,Söndag,,SE,2015-03-01
Belarus,День женщин,День женщин,,BY,2015-03-08
Norway,Søndag,Søndag,,NO,2015-03-08
Sweden,Söndag,Söndag,,SE,2015-03-08
Ukraine,Міжнародний жіночий день,Міжнародний жіночий день,,UA,2015-03-08
Hungary,Nemzeti ünnep,Nemzeti ünnep,,HU,2015-03-15
Norway,Søndag,Søndag,,NO,2015-03-15
Sweden,Söndag,Söndag,,SE,2015-03-15
Mexico,Natalicio de Benito Juárez [Benito Juárez's birthday] (Observed),Natalicio de Benito Juárez [Benito Juárez's birthday],,MX,2015-03-16
Ireland,St. Patrick's Day,St. Patrick's Day,,IE,2015-03-17
Northern Ireland,St. Patrick's Day,St. Patrick's Day,,,2015-03-17
United Kingdom,St. Patrick's Day [Northern Ireland],St. Patrick's Day,False,GB,2015-03-17
Japan,春分の日,春分の日,,JP,2015-03-21
Mexico,Natalicio de Benito Juárez [Benito Juárez's birthday],Natalicio de Benito Juárez [Benito Juárez's birthday],,MX,2015-03-21
South Africa,Human Rights Day,Human Rights Day,,ZA,2015-03-21
Norway,Søndag,Søndag,,NO,2015-03-22
Sweden,Söndag,Söndag,,SE,2015-03-22
Colombia,Día de San José [Saint Joseph's Day](Observed),Día de San José [Saint Joseph's Day],,CO,2015-03-23
Argentina,Día Nacional de la Memoria por la Verdad y la Justicia [Memory's National Day for the Truth and Justice],Día Nacional de la Memoria por la Verdad y la Justicia [Memory's National Day for the Truth and Justice],,AR,2015-03-24
Denmark,Palmesøndag,Palmesøndag,,DK,2015-03-29
Norway,Søndag,Søndag,,NO,2015-03-29
Sweden,Söndag,Söndag,,SE,2015-03-29
Argentina,"Día del Veterano y de los Caidos en la Guerra de Malvinas [Veterans Day and the Fallen in the Malvinas War], Semana Santa (Jueves Santo)  [Holy day (Holy Thursday)]","Día del Veterano y de los Caidos en la Guerra de Malvinas [Veterans Day and the Fallen in the Malvinas War], Semana Santa (Jueves Santo)  [Holy day (Holy Thursday)]",,AR,2015-04-02
Colombia,Jueves Santo [Maundy Thursday],Jueves Santo [Maundy Thursday],,CO,2015-04-02
Denmark,Skærtorsdag,Skærtorsdag,,DK,2015-04-02
Norway,Skjærtorsdag,Skjærtorsdag,,NO,2015-04-02
